0.000000, 0.0, 0.000000
0.000000, 0.000000, 0.000000
0.073000, 0.000000, 0.000025
0.087000, 0.000000, 0.000054
0.097000, 0.000000, 0.000087
0.101000, 0.000000, 0.000122
0.141000, 0.000033, 0.000122
0.145000, 0.000033, 0.000171
0.149000, 0.000033, 0.000222
0.150000, 0.000033, 0.000273
0.160000, 0.000033, 0.000327
0.167000, 0.000072, 0.000327
0.190000, 0.000072, 0.000392
0.191000, 0.000072, 0.000457
0.195000, 0.000072, 0.000523
0.209000, 0.000121, 0.000523
0.211000, 0.000121, 0.000595
0.211000, 0.000121, 0.000667
0.211000, 0.000170, 0.000667
0.213000, 0.000220, 0.000667
0.214000, 0.000220, 0.000739
0.217000, 0.000271, 0.000739
0.223000, 0.000271, 0.000815
0.236000, 0.000271, 0.000895
0.247000, 0.000271, 0.000979
0.248000, 0.000329, 0.000979
0.250000, 0.000329, 0.001064
0.261000, 0.000390, 0.001064
0.268000, 0.000390, 0.001156
0.269000, 0.000453, 0.001156
0.271000, 0.000453, 0.001248
0.277000, 0.000453, 0.001342
0.278000, 0.000453, 0.001436
0.282000, 0.000453, 0.001532
0.287000, 0.000453, 0.001630
0.291000, 0.000453, 0.001729
0.291000, 0.000453, 0.001828
0.294000, 0.000522, 0.001828
0.296000, 0.000522, 0.001929
0.298000, 0.000522, 0.002030
0.299000, 0.000592, 0.002030
0.307000, 0.000592, 0.002134
0.309000, 0.000592, 0.002239
0.321000, 0.000592, 0.002348
0.331000, 0.000592, 0.002461
0.333000, 0.000592, 0.002574
0.335000, 0.000671, 0.002574
0.347000, 0.000671, 0.002692
0.350000, 0.000671, 0.002811
0.350000, 0.000671, 0.002930
0.355000, 0.000754, 0.002930
0.365000, 0.000754, 0.003054
0.367000, 0.000754, 0.003179
0.370000, 0.000754, 0.003305
0.382000, 0.000843, 0.003305
0.385000, 0.000843, 0.003436
0.392000, 0.000843, 0.003569
0.398000, 0.000843, 0.003705
0.401000, 0.000937, 0.003705
0.402000, 0.000937, 0.003841
0.405000, 0.000937, 0.003979
0.410000, 0.000937, 0.004119
0.410000, 0.000937, 0.004258
0.411000, 0.000937, 0.004398
0.424000, 0.000937, 0.004542
0.429000, 0.001038, 0.004542
0.431000, 0.001038, 0.004688
0.432000, 0.001038, 0.004835
0.434000, 0.001139, 0.004835
0.434000, 0.001241, 0.004835
0.435000, 0.001241, 0.004983
0.436000, 0.001241, 0.005132
0.446000, 0.001345, 0.005132
0.449000, 0.001345, 0.005284
0.449000, 0.001450, 0.005284
0.450000, 0.001450, 0.005437
0.454000, 0.001450, 0.005592
0.456000, 0.001557, 0.005592
0.462000, 0.001557, 0.005749
0.466000, 0.001666, 0.005749
0.468000, 0.001776, 0.005749
0.469000, 0.001886, 0.005749
0.476000, 0.001886, 0.005911
0.480000, 0.001886, 0.006074
0.481000, 0.001998, 0.006074
0.485000, 0.002112, 0.006074
0.486000, 0.002226, 0.006074
0.493000, 0.002341, 0.006074
