0.000000, 0.0, 0.000000
0.000000, 0.000000, 0.000000
0.036000, 0.000000, 0.000032
0.037600, 0.000000, 0.000065
0.041200, 0.000000, 0.000101
0.054000, 0.000000, 0.000149
0.054400, 0.000000, 0.000197
0.057200, 0.000038, 0.000197
0.067600, 0.000082, 0.000197
0.068400, 0.000082, 0.000257
0.072000, 0.000129, 0.000257
0.073400, 0.000129, 0.000322
0.074200, 0.000129, 0.000387
0.078200, 0.000129, 0.000456
0.086800, 0.000186, 0.000456
0.087200, 0.000186, 0.000533
0.090800, 0.000245, 0.000533
0.093800, 0.000245, 0.000615
0.094200, 0.000245, 0.000698
0.097200, 0.000309, 0.000698
0.097800, 0.000373, 0.000698
0.104600, 0.000373, 0.000791
0.110800, 0.000373, 0.000888
0.111800, 0.000373, 0.000987
0.114600, 0.000373, 0.001088
0.119200, 0.000373, 0.001193
0.120000, 0.000373, 0.001299
0.120600, 0.000373, 0.001405
0.121600, 0.000373, 0.001512
0.123000, 0.000373, 0.001620
0.124000, 0.000373, 0.001730
0.124400, 0.000373, 0.001839
0.124800, 0.000373, 0.001949
0.125200, 0.000373, 0.002060
0.128600, 0.000373, 0.002173
0.128800, 0.000373, 0.002286
0.128800, 0.000373, 0.002400
0.129000, 0.000373, 0.002514
0.130000, 0.000373, 0.002628
0.130200, 0.000373, 0.002743
0.131000, 0.000373, 0.002858
0.131400, 0.000373, 0.002974
0.131800, 0.000460, 0.002974
0.132400, 0.000460, 0.003091
0.134800, 0.000460, 0.003209
0.136800, 0.000460, 0.003330
0.139800, 0.000551, 0.003330
0.140800, 0.000551, 0.003454
0.145000, 0.000551, 0.003582
0.146000, 0.000551, 0.003711
0.151000, 0.000551, 0.003844
0.154600, 0.000551, 0.003980
0.159600, 0.000656, 0.003980
0.160600, 0.000656, 0.004121
0.164000, 0.000656, 0.004266
0.165000, 0.000656, 0.004411
0.166000, 0.000656, 0.004558
0.166000, 0.000656, 0.004704
0.170200, 0.000768, 0.004704
0.170400, 0.000768, 0.004854
0.171400, 0.000880, 0.004854
0.172200, 0.000880, 0.005006
0.172600, 0.000880, 0.005158
0.174200, 0.000880, 0.005311
0.174200, 0.000880, 0.005465
0.175400, 0.000880, 0.005619
0.176000, 0.000880, 0.005774
0.177800, 0.000880, 0.005931
0.178400, 0.000880, 0.006088
0.186600, 0.000880, 0.006253
0.188400, 0.000880, 0.006419
0.190600, 0.000880, 0.006587
0.190800, 0.000880, 0.006755
0.193000, 0.000880, 0.006925
0.194400, 0.000880, 0.007096
0.199400, 0.001011, 0.007096
0.199800, 0.001011, 0.007272
0.200000, 0.001142, 0.007272
0.200400, 0.001142, 0.007449
0.200800, 0.001142, 0.007626
0.201400, 0.001142, 0.007803
0.203000, 0.001142, 0.007982
0.205600, 0.001142, 0.008163
0.206800, 0.001142, 0.008346
0.208000, 0.001278, 0.008346
0.208400, 0.001278, 0.008529
0.209000, 0.001415, 0.008529
0.210000, 0.001415, 0.008714
