0.000000, 0.000000
0.036000, 0.000032
0.037600, 0.000065
0.041200, 0.000101
0.054000, 0.000149
0.054400, 0.000197
0.068400, 0.000257
0.073400, 0.000322
0.074200, 0.000387
0.078200, 0.000456
0.087200, 0.000533
0.093800, 0.000615
0.094200, 0.000698
0.104600, 0.000791
0.110800, 0.000888
0.111800, 0.000987
0.114600, 0.001088
0.119200, 0.001193
0.120000, 0.001299
0.120600, 0.001405
0.121600, 0.001512
0.123000, 0.001620
0.124000, 0.001730
0.124400, 0.001839
0.124800, 0.001949
0.125200, 0.002060
0.128600, 0.002173
0.128800, 0.002286
0.128800, 0.002400
0.129000, 0.002514
0.130000, 0.002628
0.130200, 0.002743
0.131000, 0.002858
0.131400, 0.002974
0.132400, 0.003091
0.134800, 0.003209
0.136800, 0.003330
0.140800, 0.003454
0.145000, 0.003582
0.146000, 0.003711
0.151000, 0.003844
0.154600, 0.003980
0.160600, 0.004121
0.164000, 0.004266
0.165000, 0.004411
0.166000, 0.004558
0.166000, 0.004704
0.170400, 0.004854
0.172200, 0.005006
0.172600, 0.005158
0.174200, 0.005311
0.174200, 0.005465
0.175400, 0.005619
0.176000, 0.005774
0.177800, 0.005931
0.178400, 0.006088
0.186600, 0.006253
0.188400, 0.006419
0.190600, 0.006587
0.190800, 0.006755
0.193000, 0.006925
0.194400, 0.007096
0.199800, 0.007272
0.200400, 0.007449
0.200800, 0.007626
0.201400, 0.007803
0.203000, 0.007982
0.205600, 0.008163
0.206800, 0.008346
0.208400, 0.008529
0.210000, 0.008714
0.211200, 0.008900
0.211400, 0.009087
0.215800, 0.009277
0.216600, 0.009468
0.217600, 0.009660
0.218600, 0.009852
0.219000, 0.010045
0.220600, 0.010240
0.223400, 0.010436
0.225600, 0.010635
0.225600, 0.010834
0.236000, 0.011042
0.238000, 0.011252
0.238000, 0.011461
0.240800, 0.011674
0.244400, 0.011889
0.250200, 0.012109
0.251600, 0.012331
0.252600, 0.012554
0.253200, 0.012777
0.257600, 0.013004
0.258600, 0.013232
0.260200, 0.013461
0.261400, 0.013691
0.262000, 0.013922
0.266400, 0.014157
0.267800, 0.014393
0.270800, 0.014632
0.271600, 0.014871
0.273000, 0.015111
0.276200, 0.015355
0.278600, 0.015600
0.279400, 0.015847
0.286800, 0.016099
0.296800, 0.016361
0.299000, 0.016624
0.299800, 0.016889
0.303200, 0.017156
0.307600, 0.017427
0.308200, 0.017698
0.309000, 0.017971
0.311400, 0.018245
0.312200, 0.018520
0.316200, 0.018799
0.317000, 0.019078
0.326400, 0.019366
0.328400, 0.019655
0.329800, 0.019946
0.334000, 0.020240
0.335000, 0.020535
0.336600, 0.020832
0.345600, 0.021136
0.347000, 0.021442
0.355600, 0.021756
0.355800, 0.022069
0.361800, 0.022388
0.364800, 0.022709
0.366000, 0.023032
0.372000, 0.023360
0.373800, 0.023689
0.380200, 0.024024
0.387800, 0.024366
0.393600, 0.024713
0.395800, 0.025061
0.397800, 0.025412
0.398800, 0.025763
0.399800, 0.026116
0.407800, 0.026475
0.413800, 0.026840
0.417600, 0.027208
0.419000, 0.027577
0.420000, 0.027947
0.427600, 0.028324
0.438200, 0.028710
0.439000, 0.029097
0.442800, 0.029487
0.446000, 0.029880
0.449800, 0.030276
0.452400, 0.030675
0.456400, 0.031077
0.456600, 0.031480
0.460400, 0.031885
0.461800, 0.032292
0.472200, 0.032708
0.474200, 0.033126
0.475200, 0.033545
0.476000, 0.033964
0.478000, 0.034386
0.487800, 0.034815
0.488400, 0.035246
0.500400, 0.035687
0.500800, 0.036128
0.503000, 0.036571
0.505000, 0.037016
0.506600, 0.037463
0.507800, 0.037910
0.514800, 0.038364
0.515400, 0.038818
0.518000, 0.039274
0.521400, 0.039734
0.527200, 0.040198
0.534200, 0.040669
0.540400, 0.041145
0.543600, 0.041624
0.544000, 0.042104
0.545600, 0.042585
0.548800, 0.043068
0.549600, 0.043552
0.550200, 0.044037
0.550800, 0.044523
0.553800, 0.045011
0.556600, 0.045501
0.559600, 0.045994
0.560800, 0.046488
0.574000, 0.046994
0.574600, 0.047501
0.581000, 0.048013
0.584600, 0.048528
0.590000, 0.049048
0.593400, 0.049571
0.597400, 0.050097
0.598600, 0.050624
0.603000, 0.051156
0.603400, 0.051688
0.604000, 0.052220
0.607800, 0.052755
0.610600, 0.053293
0.610800, 0.053832
0.614400, 0.054373
0.615200, 0.054915
0.630600, 0.055471
0.638000, 0.056033
0.643600, 0.056600
0.665600, 0.057187
0.668400, 0.057776
0.671600, 0.058368
